,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2019-09-27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights","
    Yes: 36 | No: 0 | Abstentions: 11 | Non-Voting: 0 | Total voting membership: 47","
    Y AFGHANISTAN Y ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA Y BAHAMAS A BAHRAIN Y BANGLADESH Y BRAZIL Y BULGARIA Y BURKINA FASO A CAMEROON Y CHILE A CHINA Y CROATIA A CUBA Y CZECH REPUBLIC Y DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK A EGYPT A ERITREA Y FIJI Y HUNGARY Y ICELAND Y INDIA Y IRAQ Y ITALY Y JAPAN Y MEXICO Y NEPAL A NIGERIA Y PAKISTAN Y PERU A PHILIPPINES A QATAR Y RWANDA A SAUDI ARABIA Y SENEGAL Y SLOVAKIA A SOMALIA Y SOUTH AFRICA Y SPAIN Y TOGO Y TUNISIA Y UKRAINE Y UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27750
1,2019-09-27,The human rights situation in the Syrian Arab Republic,"
    Yes: 27 | No: 6 | Abstentions: 13 | Non-Voting: 1 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA Y BAHAMAS A BAHRAIN A BANGLADESH Y BRAZIL Y BULGARIA A BURKINA FASO . CAMEROON Y CHILE N CHINA Y CROATIA N CUBA Y CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK N EGYPT N ERITREA Y FIJI Y HUNGARY Y ICELAND A INDIA N IRAQ Y ITALY Y JAPAN Y MEXICO A NEPAL A NIGERIA A PAKISTAN Y PERU N PHILIPPINES Y QATAR Y RWANDA Y SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SOMALIA A SOUTH AFRICA Y SPAIN Y TOGO A TUNISIA Y UKRAINE Y UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27749
2,2019-09-27,Situation of human rights in Burundi,"
    Yes: 23 | No: 11 | Abstentions: 13 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA Y BAHAMAS A BAHRAIN A BANGLADESH Y BRAZIL Y BULGARIA A BURKINA FASO N CAMEROON Y CHILE N CHINA Y CROATIA N CUBA Y CZECH REPUBLIC N DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK N EGYPT N ERITREA Y FIJI Y HUNGARY Y ICELAND A INDIA A IRAQ Y ITALY Y JAPAN Y MEXICO A NEPAL A NIGERIA N PAKISTAN Y PERU N PHILIPPINES A QATAR Y RWANDA N SAUDI ARABIA A SENEGAL Y SLOVAKIA N SOMALIA A SOUTH AFRICA Y SPAIN N TOGO A TUNISIA Y UKRAINE Y UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27748
3,2019-09-27,Situation of human rights in the Bolivarian Republic of Venezuela,"
    Yes: 19 | No: 7 | Abstentions: 21 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA Y BAHAMAS A BAHRAIN A BANGLADESH Y BRAZIL Y BULGARIA A BURKINA FASO N CAMEROON Y CHILE N CHINA Y CROATIA N CUBA Y CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK N EGYPT N ERITREA A FIJI Y HUNGARY Y ICELAND A INDIA A IRAQ Y ITALY Y JAPAN A MEXICO A NEPAL A NIGERIA A PAKISTAN Y PERU N PHILIPPINES A QATAR A RWANDA N SAUDI ARABIA A SENEGAL Y SLOVAKIA A SOMALIA A SOUTH AFRICA Y SPAIN A TOGO A TUNISIA Y UKRAINE Y UNITED KINGDOM A URUGUAY",https://searchlibrary.ohchr.org/record/27747
4,2019-09-27,The question of the death penalty,"
    Yes: 26 | No: 14 | Abstentions: 6 | Non-Voting: 1 | Total voting membership: 47","
    N AFGHANISTAN Y ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA N BAHAMAS N BAHRAIN N BANGLADESH Y BRAZIL Y BULGARIA Y BURKINA FASO N CAMEROON Y CHILE N CHINA Y CROATIA . CUBA Y CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK N EGYPT A ERITREA Y FIJI Y HUNGARY Y ICELAND N INDIA N IRAQ Y ITALY N JAPAN Y MEXICO Y NEPAL A NIGERIA N PAKISTAN Y PERU A PHILIPPINES N QATAR Y RWANDA N SAUDI ARABIA A SENEGAL Y SLOVAKIA N SOMALIA Y SOUTH AFRICA Y SPAIN Y TOGO A TUNISIA Y UKRAINE Y UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27746
5,2019-09-27,The right to development,"
    Yes: 27 | No: 13 | Abstentions: 7 | Non-Voting: 0 | Total voting membership: 47","
    Y AFGHANISTAN Y ANGOLA A ARGENTINA N AUSTRALIA N AUSTRIA Y BAHAMAS Y BAHRAIN Y BANGLADESH A BRAZIL N BULGARIA Y BURKINA FASO Y CAMEROON A CHILE Y CHINA N CROATIA Y CUBA N CZECH REPUBLIC Y DEMOCRATIC REPUBLIC OF THE CONGO N DENMARK Y EGYPT Y ERITREA Y FIJI N HUNGARY A ICELAND Y INDIA Y IRAQ N ITALY N JAPAN A MEXICO Y NEPAL Y NIGERIA Y PAKISTAN A PERU Y PHILIPPINES Y QATAR Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA Y SOMALIA Y SOUTH AFRICA N SPAIN Y TOGO Y TUNISIA N UKRAINE N UNITED KINGDOM A URUGUAY",https://searchlibrary.ohchr.org/record/27745
6,2019-09-26,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,"
    Yes: 29 | No: 14 | Abstentions: 4 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA Y ARGENTINA N AUSTRALIA N AUSTRIA Y BAHAMAS Y BAHRAIN Y BANGLADESH A BRAZIL N BULGARIA Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA N CROATIA Y CUBA N CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO N DENMARK Y EGYPT Y ERITREA Y FIJI N HUNGARY N ICELAND Y INDIA Y IRAQ N ITALY N JAPAN A MEXICO Y NEPAL Y NIGERIA Y PAKISTAN Y PERU Y PHILIPPINES Y QATAR Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA Y SOMALIA Y SOUTH AFRICA N SPAIN Y TOGO Y TUNISIA N UKRAINE N UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27731
7,2019-09-26,Promotion of a democratic and equitable international order,"
    Yes: 25 | No: 14 | Abstentions: 8 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA A ARGENTINA N AUSTRALIA N AUSTRIA Y BAHAMAS Y BAHRAIN Y BANGLADESH A BRAZIL N BULGARIA Y BURKINA FASO Y CAMEROON A CHILE Y CHINA N CROATIA Y CUBA N CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO N DENMARK Y EGYPT Y ERITREA Y FIJI N HUNGARY N ICELAND Y INDIA Y IRAQ N ITALY N JAPAN A MEXICO Y NEPAL Y NIGERIA Y PAKISTAN A PERU Y PHILIPPINES Y QATAR Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA Y SOMALIA Y SOUTH AFRICA N SPAIN A TOGO Y TUNISIA N UKRAINE N UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27730
8,2019-09-26,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,"
    Yes: 18 | No: 6 | Abstentions: 23 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA N ARGENTINA N AUSTRALIA A AUSTRIA A BAHAMAS A BAHRAIN A BANGLADESH N BRAZIL A BULGARIA Y BURKINA FASO Y CAMEROON N CHILE Y CHINA A CROATIA Y CUBA A CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO A DENMARK Y EGYPT Y ERITREA Y FIJI A HUNGARY A ICELAND A INDIA Y IRAQ A ITALY A JAPAN Y MEXICO Y NEPAL A NIGERIA Y PAKISTAN N PERU Y PHILIPPINES Y QATAR Y RWANDA A SAUDI ARABIA A SENEGAL A SLOVAKIA A SOMALIA Y SOUTH AFRICA A SPAIN A TOGO Y TUNISIA N UKRAINE A UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27726
9,2019-09-26,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,"
    Yes: 37 | No: 2 | Abstentions: 7 | Non-Voting: 1 | Total voting membership: 47","
    Y AFGHANISTAN A ANGOLA Y ARGENTINA Y AUSTRALIA Y AUSTRIA Y BAHAMAS Y BAHRAIN Y BANGLADESH Y BRAZIL Y BULGARIA Y BURKINA FASO A CAMEROON Y CHILE N CHINA Y CROATIA . CUBA Y CZECH REPUBLIC A DEMOCRATIC REPUBLIC OF THE CONGO Y DENMARK Y EGYPT Y ERITREA Y FIJI Y HUNGARY Y ICELAND A INDIA Y IRAQ Y ITALY A JAPAN Y MEXICO A NEPAL Y NIGERIA Y PAKISTAN Y PERU N PHILIPPINES Y QATAR Y RWANDA Y SAUDI ARABIA Y SENEGAL Y SLOVAKIA Y SOMALIA Y SOUTH AFRICA Y SPAIN Y TOGO Y TUNISIA A UKRAINE Y UNITED KINGDOM Y URUGUAY",https://searchlibrary.ohchr.org/record/27725
