,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2014-09-26,"Human rights, sexual orientation and gender identity","
    Yes: 25 | No: 14 | Abstentions: 7 | Non-Voting: 1 | Total voting membership: 47","
    N ALGERIA Y ARGENTINA Y AUSTRIA . BENIN N BOTSWANA Y BRAZIL A BURKINA FASO Y CHILE A CHINA A CONGO Y COSTA RICA N COTE D'IVOIRE Y CUBA Y CZECH REPUBLIC Y ESTONIA N ETHIOPIA Y FRANCE N GABON Y GERMANY A INDIA N INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN N KENYA N KUWAIT N MALDIVES Y MEXICO Y MONTENEGRO N MOROCCO A NAMIBIA N PAKISTAN Y PERU Y PHILIPPINES Y REPUBLIC OF KOREA Y ROMANIA N RUSSIAN FEDERATION N SAUDI ARABIA A SIERRA LEONE Y SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA N UNITED ARAB EMIRATES Y UNITED KINGDOM Y UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26911
1,2014-09-26,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights : the activities of vulture funds","
    Yes: 33 | No: 5 | Abstentions: 9 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA A AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC A ESTONIA Y ETHIOPIA A FRANCE Y GABON N GERMANY Y INDIA Y INDONESIA A IRELAND A ITALY N JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES Y MEXICO A MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES A REPUBLIC OF KOREA A ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26909
2,2014-09-26,Human rights and unilateral coercive measures,"
    Yes: 31 | No: 14 | Abstentions: 2 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO A COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y INDIA Y INDONESIA N IRELAND N ITALY N JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES Y MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES N REPUBLIC OF KOREA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26898
3,2014-09-25,Promotion of the right to peace,"
    Yes: 33 | No: 9 | Abstentions: 5 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y INDIA Y INDONESIA A IRELAND A ITALY N JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES Y MEXICO A MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES N REPUBLIC OF KOREA A ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26896
4,2014-09-25,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic,"
    Yes: 32 | No: 5 | Abstentions: 10 | Non-Voting: 0 | Total voting membership: 47","
    N ALGERIA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE N CHINA A CONGO Y COSTA RICA Y COTE D'IVOIRE N CUBA Y CZECH REPUBLIC Y ESTONIA A ETHIOPIA Y FRANCE Y GABON Y GERMANY A INDIA Y INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN A KENYA Y KUWAIT Y MALDIVES Y MEXICO Y MONTENEGRO Y MOROCCO A NAMIBIA A PAKISTAN Y PERU A PHILIPPINES Y REPUBLIC OF KOREA Y ROMANIA N RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE A SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES Y UNITED KINGDOM Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF) A VIET NAM",https://searchlibrary.ohchr.org/record/26895
5,2014-09-25,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,"
    Yes: 32 | No: 14 | Abstentions: 1 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y INDIA Y INDONESIA N IRELAND N ITALY N JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES A MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES N REPUBLIC OF KOREA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26889
6,2014-09-25,Mandate of the Independent Expert on the promotion of a democratic and equitable international order,"
    Yes: 29 | No: 14 | Abstentions: 4 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO A CHILE Y CHINA Y CONGO A COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y INDIA Y INDONESIA N IRELAND N ITALY N JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES A MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN A PERU Y PHILIPPINES N REPUBLIC OF KOREA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26888
7,2014-09-25,The right to development,"
    Yes: 42 | No: 1 | Abstentions: 4 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CUBA Y CZECH REPUBLIC Y ESTONIA Y ETHIOPIA Y FRANCE Y GABON Y GERMANY Y INDIA Y INDONESIA Y IRELAND Y ITALY A JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y MALDIVES Y MEXICO Y MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES A REPUBLIC OF KOREA Y ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES A UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26881
8,2014-06-27,Cooperation and assistance to Ukraine in the field of human rights,"
    Yes: 23 | No: 4 | Abstentions: 19 | Non-Voting: 1 | Total voting membership: 47","
    A ALGERIA A ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA A BRAZIL A BURKINA FASO Y CHILE N CHINA A CONGO Y COSTA RICA Y COTE D'IVOIRE N CUBA Y CZECH REPUBLIC Y ESTONIA A ETHIOPIA Y FRANCE A GABON Y GERMANY A INDIA A INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN A KENYA A KUWAIT Y MALDIVES Y MEXICO Y MONTENEGRO . MOROCCO A NAMIBIA A PAKISTAN A PERU Y PHILIPPINES Y REPUBLIC OF KOREA Y ROMANIA N RUSSIAN FEDERATION A SAUDI ARABIA Y SIERRA LEONE A SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA A UNITED ARAB EMIRATES Y UNITED KINGDOM Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF) A VIET NAM",https://searchlibrary.ohchr.org/record/26861
9,2014-06-27,Promotion and protection of the human rights of peasants and other people working in rural areas,"
    Yes: 29 | No: 5 | Abstentions: 13 | Non-Voting: 0 | Total voting membership: 47","
    Y ALGERIA Y ARGENTINA A AUSTRIA Y BENIN A BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CHINA Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CUBA N CZECH REPUBLIC A ESTONIA Y ETHIOPIA A FRANCE Y GABON A GERMANY Y INDIA Y INDONESIA A IRELAND A ITALY A JAPAN Y KAZAKHSTAN Y KENYA A KUWAIT A MALDIVES A MEXICO A MONTENEGRO Y MOROCCO Y NAMIBIA Y PAKISTAN Y PERU Y PHILIPPINES N REPUBLIC OF KOREA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/26857
