,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2018-09-28,Human rights situation in Yemen,"
    Yes: 21 | No: 8 | Abstentions: 18 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL N BURUNDI Y CHILE N CHINA Y COTE D'IVOIRE Y CROATIA N CUBA A DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR N EGYPT A ETHIOPIA A GEORGIA Y GERMANY Y HUNGARY Y ICELAND A IRAQ A JAPAN A KENYA A KYRGYZSTAN Y MEXICO A MONGOLIA A NEPAL A NIGERIA N PAKISTAN Y PANAMA Y PERU A PHILIPPINES Y QATAR Y REPUBLIC OF KOREA A RWANDA N SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SLOVENIA A SOUTH AFRICA Y SPAIN Y SWITZERLAND A TOGO A TUNISIA Y UKRAINE N UNITED ARAB EMIRATES Y UNITED KINGDOM N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27577
1,2018-09-28,The human rights situation in the Syrian Arab Republic,"
    Yes: 27 | No: 4 | Abstentions: 16 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL N BURUNDI Y CHILE N CHINA Y COTE D'IVOIRE Y CROATIA N CUBA A DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR A EGYPT A ETHIOPIA Y GEORGIA Y GERMANY Y HUNGARY Y ICELAND A IRAQ Y JAPAN A KENYA A KYRGYZSTAN Y MEXICO A MONGOLIA A NEPAL A NIGERIA A PAKISTAN Y PANAMA Y PERU A PHILIPPINES Y QATAR Y REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SLOVENIA A SOUTH AFRICA Y SPAIN Y SWITZERLAND Y TOGO A TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES Y UNITED KINGDOM N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27576
2,2018-09-28,Situation of human rights in Burundi,"
    Yes: 23 | No: 7 | Abstentions: 17 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN A ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL N BURUNDI Y CHILE N CHINA A COTE D'IVOIRE Y CROATIA N CUBA N DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR N EGYPT A ETHIOPIA A GEORGIA Y GERMANY Y HUNGARY Y ICELAND A IRAQ Y JAPAN A KENYA A KYRGYZSTAN Y MEXICO Y MONGOLIA A NEPAL A NIGERIA A PAKISTAN Y PANAMA Y PERU A PHILIPPINES A QATAR Y REPUBLIC OF KOREA Y RWANDA N SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SLOVENIA A SOUTH AFRICA Y SPAIN Y SWITZERLAND A TOGO A TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES Y UNITED KINGDOM N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27575
3,2018-09-28,United Nations Declaration on the Rights of Peasants and Other People Working in Rural Areas,"
    Yes: 33 | No: 3 | Abstentions: 11 | Non-Voting: 0 | Total voting membership: 47","
    Y AFGHANISTAN Y ANGOLA N AUSTRALIA A BELGIUM A BRAZIL Y BURUNDI Y CHILE Y CHINA Y COTE D'IVOIRE A CROATIA Y CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT Y ETHIOPIA A GEORGIA A GERMANY N HUNGARY A ICELAND Y IRAQ A JAPAN Y KENYA Y KYRGYZSTAN Y MEXICO Y MONGOLIA Y NEPAL Y NIGERIA Y PAKISTAN Y PANAMA Y PERU Y PHILIPPINES Y QATAR A REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL A SLOVAKIA A SLOVENIA Y SOUTH AFRICA A SPAIN Y SWITZERLAND Y TOGO Y TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES N UNITED KINGDOM Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27573
4,2018-09-27,The right to development,"
    Yes: 30 | No: 12 | Abstentions: 5 | Non-Voting: 0 | Total voting membership: 47","
    Y AFGHANISTAN Y ANGOLA N AUSTRALIA N BELGIUM Y BRAZIL Y BURUNDI Y CHILE Y CHINA Y COTE D'IVOIRE N CROATIA Y CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT Y ETHIOPIA N GEORGIA N GERMANY N HUNGARY A ICELAND Y IRAQ A JAPAN Y KENYA Y KYRGYZSTAN A MEXICO Y MONGOLIA Y NEPAL Y NIGERIA Y PAKISTAN A PANAMA Y PERU Y PHILIPPINES Y QATAR A REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SLOVENIA Y SOUTH AFRICA N SPAIN N SWITZERLAND Y TOGO Y TUNISIA N UKRAINE Y UNITED ARAB EMIRATES N UNITED KINGDOM Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27570
5,2018-09-27,The human rights to safe drinking water and sanitation,"
    Yes: 44 | No: 1 | Abstentions: 2 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL Y BURUNDI Y CHILE Y CHINA Y COTE D'IVOIRE Y CROATIA Y CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT A ETHIOPIA Y GEORGIA Y GERMANY Y HUNGARY Y ICELAND Y IRAQ Y JAPAN Y KENYA N KYRGYZSTAN Y MEXICO Y MONGOLIA Y NEPAL Y NIGERIA Y PAKISTAN Y PANAMA Y PERU Y PHILIPPINES Y QATAR Y REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL Y SLOVAKIA Y SLOVENIA Y SOUTH AFRICA Y SPAIN Y SWITZERLAND Y TOGO Y TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES Y UNITED KINGDOM Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27569
6,2018-09-27,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,"
    Yes: 30 | No: 15 | Abstentions: 2 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA N AUSTRALIA N BELGIUM Y BRAZIL Y BURUNDI Y CHILE Y CHINA Y COTE D'IVOIRE N CROATIA Y CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT Y ETHIOPIA N GEORGIA N GERMANY N HUNGARY N ICELAND Y IRAQ N JAPAN Y KENYA Y KYRGYZSTAN A MEXICO Y MONGOLIA Y NEPAL Y NIGERIA Y PAKISTAN Y PANAMA Y PERU Y PHILIPPINES Y QATAR N REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SLOVENIA Y SOUTH AFRICA N SPAIN N SWITZERLAND Y TOGO Y TUNISIA N UKRAINE Y UNITED ARAB EMIRATES N UNITED KINGDOM Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27566
7,2018-09-27,Promotion of a democratic and equitable international order,"
    Yes: 28 | No: 14 | Abstentions: 5 | Non-Voting: 0 | Total voting membership: 47","
    A AFGHANISTAN Y ANGOLA N AUSTRALIA N BELGIUM A BRAZIL Y BURUNDI A CHILE Y CHINA Y COTE D'IVOIRE N CROATIA Y CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT Y ETHIOPIA N GEORGIA N GERMANY N HUNGARY N ICELAND Y IRAQ N JAPAN Y KENYA Y KYRGYZSTAN A MEXICO Y MONGOLIA Y NEPAL Y NIGERIA Y PAKISTAN Y PANAMA A PERU Y PHILIPPINES Y QATAR N REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SLOVENIA Y SOUTH AFRICA N SPAIN N SWITZERLAND Y TOGO Y TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES N UNITED KINGDOM Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27565
8,2018-09-27,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,"
    Yes: 35 | No: 3 | Abstentions: 7 | Non-Voting: 2 | Total voting membership: 47","
    Y AFGHANISTAN A ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL N BURUNDI Y CHILE N CHINA Y COTE D'IVOIRE Y CROATIA . CUBA Y DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR Y EGYPT A ETHIOPIA Y GEORGIA Y GERMANY Y HUNGARY Y ICELAND Y IRAQ A JAPAN A KENYA Y KYRGYZSTAN Y MEXICO A MONGOLIA A NEPAL Y NIGERIA Y PAKISTAN Y PANAMA Y PERU N PHILIPPINES Y QATAR Y REPUBLIC OF KOREA Y RWANDA Y SAUDI ARABIA Y SENEGAL Y SLOVAKIA Y SLOVENIA A SOUTH AFRICA Y SPAIN Y SWITZERLAND Y TOGO Y TUNISIA Y UKRAINE Y UNITED ARAB EMIRATES Y UNITED KINGDOM . VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27564
9,2018-09-27,Promotion and protection of human rights in the Bolivarian Republic of Venezuela,"
    Yes: 23 | No: 7 | Abstentions: 17 | Non-Voting: 0 | Total voting membership: 47","
    Y AFGHANISTAN A ANGOLA Y AUSTRALIA Y BELGIUM Y BRAZIL N BURUNDI Y CHILE N CHINA A COTE D'IVOIRE Y CROATIA N CUBA N DEMOCRATIC REPUBLIC OF THE CONGO Y ECUADOR N EGYPT A ETHIOPIA Y GEORGIA Y GERMANY Y HUNGARY Y ICELAND A IRAQ Y JAPAN A KENYA A KYRGYZSTAN Y MEXICO A MONGOLIA A NEPAL A NIGERIA N PAKISTAN Y PANAMA Y PERU A PHILIPPINES A QATAR Y REPUBLIC OF KOREA Y RWANDA A SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SLOVENIA A SOUTH AFRICA Y SPAIN Y SWITZERLAND A TOGO A TUNISIA Y UKRAINE A UNITED ARAB EMIRATES Y UNITED KINGDOM N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/27563
