,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2013-09-27,Impact of arms transfers on human rights in armed conflict,"
    Yes: 42 | No: 1 | Abstentions: 4 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CZECH REPUBLIC Y ECUADOR Y ESTONIA Y ETHIOPIA Y GABON Y GERMANY Y GUATEMALA Y INDIA Y INDONESIA Y IRELAND Y ITALY Y JAPAN Y KAZAKHSTAN Y KENYA A KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES A MAURITANIA Y MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES Y POLAND A QATAR Y REPUBLIC OF KOREA Y REPUBLIC OF MOLDOVA Y ROMANIA Y SIERRA LEONE Y SPAIN Y SWITZERLAND Y THAILAND Y UGANDA A UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26712
1,2013-09-27,"From rhetoric to reality : a global call for concrete action against racism, racial discrimination, xenophobia and related intolerance","
    Yes: 32 | No: 2 | Abstentions: 13 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA A AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE N CZECH REPUBLIC Y ECUADOR A ESTONIA Y ETHIOPIA Y GABON A GERMANY Y GUATEMALA Y INDIA Y INDONESIA A IRELAND A ITALY A JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA A MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES A POLAND Y QATAR A REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA A ROMANIA Y SIERRA LEONE A SPAIN A SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26705
2,2013-09-27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights","
    Yes: 31 | No: 1 | Abstentions: 15 | Non-Voting: 0 | Total voting membership: 47","
    A ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CZECH REPUBLIC Y ECUADOR Y ESTONIA A ETHIOPIA N GABON Y GERMANY Y GUATEMALA A INDIA A INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN A KENYA A KUWAIT Y LIBYAN ARAB REPUBLIC A MALAYSIA Y MALDIVES A MAURITANIA Y MONTENEGRO A PAKISTAN Y PERU A PHILIPPINES Y POLAND A QATAR Y REPUBLIC OF KOREA Y REPUBLIC OF MOLDOVA Y ROMANIA Y SIERRA LEONE Y SPAIN Y SWITZERLAND Y THAILAND A UGANDA A UNITED ARAB EMIRATES Y UNITED STATES A VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26704
3,2013-09-27,The continuing grave deterioration of the human rights and humanitarian situation in the Syrian Arab Republic,"
    Yes: 40 | No: 1 | Abstentions: 6 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CZECH REPUBLIC A ECUADOR Y ESTONIA A ETHIOPIA Y GABON Y GERMANY Y GUATEMALA A INDIA Y INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN A KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MONTENEGRO Y PAKISTAN Y PERU A PHILIPPINES Y POLAND Y QATAR Y REPUBLIC OF KOREA Y REPUBLIC OF MOLDOVA Y ROMANIA Y SIERRA LEONE Y SPAIN Y SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26698
4,2013-09-27,Human rights and unilateral coercive measures,"
    Yes: 31 | No: 15 | Abstentions: 1 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE N CZECH REPUBLIC Y ECUADOR N ESTONIA Y ETHIOPIA Y GABON N GERMANY Y GUATEMALA Y INDIA Y INDONESIA N IRELAND N ITALY N JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA N MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES N POLAND Y QATAR N REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA N ROMANIA Y SIERRA LEONE N SPAIN N SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26690
5,2013-09-26,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,"
    Yes: 31 | No: 15 | Abstentions: 1 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE N CZECH REPUBLIC Y ECUADOR N ESTONIA Y ETHIOPIA Y GABON N GERMANY Y GUATEMALA Y INDIA Y INDONESIA N IRELAND N ITALY N JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA N MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES N POLAND Y QATAR N REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA N ROMANIA Y SIERRA LEONE N SPAIN N SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26689
6,2013-09-26,The right to development,"
    Yes: 46 | No: 1 | Abstentions: 0 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CZECH REPUBLIC Y ECUADOR Y ESTONIA Y ETHIOPIA Y GABON Y GERMANY Y GUATEMALA Y INDIA Y INDONESIA Y IRELAND Y ITALY Y JAPAN Y KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES Y POLAND Y QATAR Y REPUBLIC OF KOREA Y REPUBLIC OF MOLDOVA Y ROMANIA Y SIERRA LEONE Y SPAIN Y SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26673
7,2013-06-14,"The deterioration of the situation of human rights in the Syrian Arab Republic, and the need to grant immediate access to the commission of inquiry","
    Yes: 37 | No: 1 | Abstentions: 9 | Non-Voting: 0 | Total voting membership: 47","
    A ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE Y CZECH REPUBLIC A ECUADOR Y ESTONIA A ETHIOPIA A GABON Y GERMANY Y GUATEMALA A INDIA Y INDONESIA Y IRELAND Y ITALY Y JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MONTENEGRO A PAKISTAN Y PERU A PHILIPPINES Y POLAND Y QATAR Y REPUBLIC OF KOREA Y REPUBLIC OF MOLDOVA Y ROMANIA Y SIERRA LEONE Y SPAIN Y SWITZERLAND Y THAILAND A UGANDA Y UNITED ARAB EMIRATES Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26656
8,2013-06-13,Promotion of the right to peace,"
    Yes: 30 | No: 9 | Abstentions: 8 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA N AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE N CZECH REPUBLIC Y ECUADOR N ESTONIA Y ETHIOPIA Y GABON N GERMANY Y GUATEMALA A INDIA Y INDONESIA A IRELAND A ITALY N JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA N MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES A POLAND Y QATAR N REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA A ROMANIA Y SIERRA LEONE N SPAIN A SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26646
9,2013-06-13,Situation of human rights in Belarus,"
    Yes: 26 | No: 3 | Abstentions: 18 | Non-Voting: 0 | Total voting membership: 47","
    A ANGOLA Y ARGENTINA Y AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA A COTE D'IVOIRE Y CZECH REPUBLIC A ECUADOR Y ESTONIA A ETHIOPIA Y GABON Y GERMANY Y GUATEMALA N INDIA A INDONESIA Y IRELAND Y ITALY Y JAPAN N KAZAKHSTAN A KENYA A KUWAIT A LIBYAN ARAB REPUBLIC A MALAYSIA Y MALDIVES A MAURITANIA Y MONTENEGRO A PAKISTAN Y PERU A PHILIPPINES Y POLAND A QATAR Y REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA Y ROMANIA A SIERRA LEONE Y SPAIN Y SWITZERLAND A THAILAND A UGANDA A UNITED ARAB EMIRATES Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26645
10,2013-06-13,Access to medicines in the context of the right of everyone to the enjoyment of the highest attainable standard of physical and mental health,"
    Yes: 31 | No: 0 | Abstentions: 16 | Non-Voting: 0 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA A AUSTRIA Y BENIN Y BOTSWANA Y BRAZIL Y BURKINA FASO Y CHILE Y CONGO Y COSTA RICA Y COTE D'IVOIRE A CZECH REPUBLIC Y ECUADOR A ESTONIA Y ETHIOPIA Y GABON A GERMANY Y GUATEMALA Y INDIA Y INDONESIA A IRELAND A ITALY A JAPAN A KAZAKHSTAN Y KENYA Y KUWAIT Y LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA A MONTENEGRO Y PAKISTAN Y PERU Y PHILIPPINES A POLAND Y QATAR A REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA A ROMANIA Y SIERRA LEONE A SPAIN A SWITZERLAND Y THAILAND Y UGANDA Y UNITED ARAB EMIRATES A UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF)",https://searchlibrary.ohchr.org/record/26644
