,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2011-09-29,"Panel on the promotion and protection of human rights in a multicultural context including through combating xenophobia, discrimination and intolerance","
    Yes: 37 | No: 1 | Abstentions: 8 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA A AUSTRIA Y BANGLADESH A BELGIUM Y BENIN Y BOTSWANA Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CONGO Y COSTA RICA Y CUBA A CZECH REPUBLIC Y DJIBOUTI Y ECUADOR Y GUATEMALA A HUNGARY Y INDIA Y INDONESIA Y ITALY Y JORDAN Y KUWAIT Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA Y NORWAY Y PERU Y PHILIPPINES A POLAND Y QATAR A REPUBLIC OF MOLDOVA A ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL Y SPAIN A SWITZERLAND Y THAILAND Y UGANDA N UNITED STATES Y URUGUAY",https://searchlibrary.ohchr.org/record/26356
1,2011-09-29,Human rights and international solidarity,"
    Yes: 33 | No: 12 | Abstentions: 1 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA N AUSTRIA Y BANGLADESH N BELGIUM Y BENIN Y BOTSWANA Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CONGO Y COSTA RICA Y CUBA N CZECH REPUBLIC Y DJIBOUTI Y ECUADOR Y GUATEMALA N HUNGARY Y INDIA Y INDONESIA N ITALY Y JORDAN Y KUWAIT Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES A MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA N NORWAY Y PERU Y PHILIPPINES N POLAND Y QATAR N REPUBLIC OF MOLDOVA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL N SPAIN N SWITZERLAND Y THAILAND Y UGANDA N UNITED STATES Y URUGUAY",https://searchlibrary.ohchr.org/record/26341
2,2011-09-29,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of people to self-determination,"
    Yes: 31 | No: 11 | Abstentions: 4 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA N AUSTRIA Y BANGLADESH N BELGIUM Y BENIN Y BOTSWANA Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CONGO Y COSTA RICA Y CUBA N CZECH REPUBLIC Y DJIBOUTI Y ECUADOR Y GUATEMALA N HUNGARY Y INDIA Y INDONESIA N ITALY Y JORDAN Y KUWAIT Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA A MALDIVES A MAURITANIA Y MAURITIUS A MEXICO Y NIGERIA N NORWAY Y PERU Y PHILIPPINES N POLAND Y QATAR N REPUBLIC OF MOLDOVA N ROMANIA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL N SPAIN A SWITZERLAND Y THAILAND Y UGANDA N UNITED STATES Y URUGUAY",https://searchlibrary.ohchr.org/record/26335
3,2011-06-17,Human rights situation in Belarus,"
    Yes: 21 | No: 5 | Abstentions: 19 | Non-Voting: 2 | Total voting membership: 47","
    A ANGOLA Y ARGENTINA A BAHRAIN A BANGLADESH Y BELGIUM Y BRAZIL A BURKINA FASO A CAMEROON Y CHILE N CHINA N CUBA A DJIBOUTI N ECUADOR Y FRANCE Y GABON A GHANA A GUATEMALA Y HUNGARY Y JAPAN Y JORDAN A KYRGYZSTAN . LIBYAN ARAB REPUBLIC A MALAYSIA Y MALDIVES A MAURITANIA Y MAURITIUS A MEXICO N NIGERIA Y NORWAY A PAKISTAN Y POLAND A QATAR Y REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA N RUSSIAN FEDERATION A SAUDI ARABIA A SENEGAL Y SLOVAKIA Y SPAIN Y SWITZERLAND A THAILAND A UGANDA  UKRAINE Y UNITED KINGDOM Y UNITED STATES Y URUGUAY Y ZAMBIA",https://searchlibrary.ohchr.org/record/26311
4,2011-06-17,The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights,"
    Yes: 32 | No: 2 | Abstentions: 12 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y BAHRAIN Y BANGLADESH A BELGIUM Y BRAZIL Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CUBA Y DJIBOUTI Y ECUADOR A FRANCE Y GABON Y GHANA Y GUATEMALA A HUNGARY N JAPAN Y JORDAN Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA A NORWAY Y PAKISTAN A POLAND Y QATAR A REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL A SLOVAKIA A SPAIN A SWITZERLAND Y THAILAND Y UGANDA A UKRAINE A UNITED KINGDOM N UNITED STATES Y URUGUAY Y ZAMBIA",https://searchlibrary.ohchr.org/record/26310
5,2011-06-17,Migrants and asylum seekers fleeing from events in North Africa,"
    Yes: 32 | No: 14 | Abstentions: 0 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y BAHRAIN Y BANGLADESH N BELGIUM Y BRAZIL Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CUBA Y DJIBOUTI Y ECUADOR N FRANCE Y GABON Y GHANA Y GUATEMALA N HUNGARY N JAPAN Y JORDAN Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA N NORWAY Y PAKISTAN N POLAND Y QATAR N REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SPAIN N SWITZERLAND Y THAILAND Y UGANDA N UKRAINE N UNITED KINGDOM N UNITED STATES Y URUGUAY Y ZAMBIA",https://searchlibrary.ohchr.org/record/26309
6,2011-06-17,"Human rights, sexual orientation and gender identity","
    Yes: 23 | No: 19 | Abstentions: 3 | Non-Voting: 2 | Total voting membership: 47","
    N ANGOLA Y ARGENTINA N BAHRAIN N BANGLADESH Y BELGIUM Y BRAZIL A BURKINA FASO N CAMEROON Y CHILE A CHINA Y CUBA N DJIBOUTI Y ECUADOR Y FRANCE N GABON N GHANA Y GUATEMALA Y HUNGARY Y JAPAN N JORDAN . KYRGYZSTAN . LIBYAN ARAB REPUBLIC N MALAYSIA N MALDIVES N MAURITANIA Y MAURITIUS Y MEXICO N NIGERIA Y NORWAY N PAKISTAN Y POLAND N QATAR Y REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA N RUSSIAN FEDERATION N SAUDI ARABIA N SENEGAL Y SLOVAKIA Y SPAIN Y SWITZERLAND Y THAILAND N UGANDA Y UKRAINE Y UNITED KINGDOM Y UNITED STATES Y URUGUAY A ZAMBIA",https://searchlibrary.ohchr.org/record/26306
7,2011-06-17,Promotion of the right of peoples to peace,"
    Yes: 32 | No: 14 | Abstentions: 0 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y BAHRAIN Y BANGLADESH N BELGIUM Y BRAZIL Y BURKINA FASO Y CAMEROON Y CHILE Y CHINA Y CUBA Y DJIBOUTI Y ECUADOR N FRANCE Y GABON Y GHANA Y GUATEMALA N HUNGARY N JAPAN Y JORDAN Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA N NORWAY Y PAKISTAN N POLAND Y QATAR N REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SPAIN N SWITZERLAND Y THAILAND Y UGANDA N UKRAINE N UNITED KINGDOM N UNITED STATES Y URUGUAY Y ZAMBIA",https://searchlibrary.ohchr.org/record/26303
8,2011-06-17,Follow-up the report of the Independent International Fact Finding Mission on the incident of the Humanitarian Flotilla,"
    Yes: 36 | No: 1 | Abstentions: 8 | Non-Voting: 2 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y BAHRAIN Y BANGLADESH Y BELGIUM Y BRAZIL Y BURKINA FASO A CAMEROON Y CHILE Y CHINA Y CUBA Y DJIBOUTI Y ECUADOR Y FRANCE . GABON Y GHANA Y GUATEMALA A HUNGARY Y JAPAN Y JORDAN Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS Y MEXICO Y NIGERIA Y NORWAY Y PAKISTAN A POLAND Y QATAR A REPUBLIC OF KOREA A REPUBLIC OF MOLDOVA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL A SLOVAKIA Y SPAIN Y SWITZERLAND Y THAILAND Y UGANDA A UKRAINE Y UNITED KINGDOM N UNITED STATES Y URUGUAY A ZAMBIA",https://searchlibrary.ohchr.org/record/26297
9,2011-06-16,"The effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","
    Yes: 30 | No: 13 | Abstentions: 3 | Non-Voting: 1 | Total voting membership: 47","
    Y ANGOLA Y ARGENTINA Y BAHRAIN Y BANGLADESH N BELGIUM Y BRAZIL Y BURKINA FASO Y CAMEROON A CHILE Y CHINA Y CUBA Y DJIBOUTI Y ECUADOR N FRANCE Y GABON Y GHANA Y GUATEMALA N HUNGARY N JAPAN Y JORDAN Y KYRGYZSTAN . LIBYAN ARAB REPUBLIC Y MALAYSIA Y MALDIVES Y MAURITANIA Y MAURITIUS A MEXICO Y NIGERIA A NORWAY Y PAKISTAN N POLAND Y QATAR N REPUBLIC OF KOREA N REPUBLIC OF MOLDOVA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SENEGAL N SLOVAKIA N SPAIN N SWITZERLAND Y THAILAND Y UGANDA N UKRAINE N UNITED KINGDOM N UNITED STATES Y URUGUAY Y ZAMBIA",https://searchlibrary.ohchr.org/record/26294
