,vote_date,resolution_title,vote_summary,vote_record,url_record
0,2015-10-02,Promotion of a democratic and equitable international order,"
    Yes: 31 | No: 14 | Abstentions: 2 | Non-Voting: 0 | Total voting membership: 47","
    N ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND N JAPAN Y KAZAKHSTAN Y KENYA N LATVIA Y MALDIVES A MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN A PARAGUAY N PORTUGAL Y QATAR N REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27111
1,2015-10-02,Forum on people of African descent in the diaspora,"
    Yes: 32 | No: 12 | Abstentions: 3 | Non-Voting: 0 | Total voting membership: 47","
    N ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND A JAPAN Y KAZAKHSTAN Y KENYA N LATVIA A MALDIVES Y MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY N PORTUGAL Y QATAR A REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27099
2,2015-10-02,"From rhetoric to reality : a global call for concrete action against racism, racial discrimination, xenophobia and related intolerance","
    Yes: 32 | No: 12 | Abstentions: 3 | Non-Voting: 0 | Total voting membership: 47","
    N ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND A JAPAN Y KAZAKHSTAN Y KENYA N LATVIA Y MALDIVES Y MEXICO N MONTENEGRO Y MOROCCO N NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY A PORTUGAL Y QATAR A REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27098
3,2015-10-02,Human rights and preventing and countering violent extremism,"
    Yes: 37 | No: 3 | Abstentions: 7 | Non-Voting: 0 | Total voting membership: 47","
    Y ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH A BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL A CHINA Y CONGO Y COTE D'IVOIRE A CUBA A EL SALVADOR Y ESTONIA Y ETHIOPIA Y FRANCE Y GABON Y GERMANY Y GHANA Y INDIA Y INDONESIA Y IRELAND Y JAPAN A KAZAKHSTAN Y KENYA Y LATVIA Y MALDIVES Y MEXICO Y MONTENEGRO Y MOROCCO A NAMIBIA Y NETHERLANDS Y NIGERIA A PAKISTAN Y PARAGUAY Y PORTUGAL Y QATAR Y REPUBLIC OF KOREA N RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE N SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES Y UNITED KINGDOM Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27097
4,2015-10-01,Promotion and protection of the human rights of peasants and other people working in rural areas,"
    Yes: 31 | No: 1 | Abstentions: 15 | Non-Voting: 0 | Total voting membership: 47","
    A ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR A ESTONIA Y ETHIOPIA A FRANCE Y GABON A GERMANY Y GHANA Y INDIA Y INDONESIA A IRELAND A JAPAN Y KAZAKHSTAN Y KENYA A LATVIA Y MALDIVES A MEXICO A MONTENEGRO Y MOROCCO Y NAMIBIA A NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY A PORTUGAL A QATAR A REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES A UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27095
5,2015-10-01,Promotion of the right to peace,"
    Yes: 33 | No: 12 | Abstentions: 12 | Non-Voting: 0 | Total voting membership: 47","
    A ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND N JAPAN Y KAZAKHSTAN Y KENYA N LATVIA Y MALDIVES Y MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY A PORTUGAL Y QATAR N REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27094
6,2015-10-01,The grave and deteriorating human rights and humanitarian situation in the Syrian Arab Republic,"
    Yes: 29 | No: 6 | Abstentions: 12 | Non-Voting: 0 | Total voting membership: 47","
    Y ALBANIA N ALGERIA Y ARGENTINA A BANGLADESH N BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL N CHINA A CONGO Y COTE D'IVOIRE N CUBA Y EL SALVADOR Y ESTONIA A ETHIOPIA Y FRANCE Y GABON Y GERMANY Y GHANA A INDIA A INDONESIA Y IRELAND Y JAPAN A KAZAKHSTAN A KENYA Y LATVIA Y MALDIVES Y MEXICO Y MONTENEGRO Y MOROCCO A NAMIBIA Y NETHERLANDS A NIGERIA A PAKISTAN Y PARAGUAY Y PORTUGAL Y QATAR Y REPUBLIC OF KOREA N RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE A SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES Y UNITED KINGDOM Y UNITED STATES N VENEZUELA (BOLIVARIAN REPUBLIC OF) A VIET NAM",https://searchlibrary.ohchr.org/record/27092
7,2015-10-01,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,"
    Yes: 32 | No: 14 | Abstentions: 1 | Non-Voting: 0 | Total voting membership: 47","
    N ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND N JAPAN Y KAZAKHSTAN Y KENYA N LATVIA Y MALDIVES A MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY N PORTUGAL Y QATAR N REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27088
8,2015-10-01,The question of the death penalty,"
    Yes: 26 | No: 13 | Abstentions: 8 | Non-Voting: 0 | Total voting membership: 47","
    Y ALBANIA Y ALGERIA Y ARGENTINA N BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) N BOTSWANA Y BRAZIL N CHINA Y CONGO Y COTE D'IVOIRE A CUBA Y EL SALVADOR Y ESTONIA N ETHIOPIA Y FRANCE Y GABON Y GERMANY A GHANA N INDIA N INDONESIA Y IRELAND N JAPAN Y KAZAKHSTAN A KENYA Y LATVIA A MALDIVES Y MEXICO Y MONTENEGRO A MOROCCO Y NAMIBIA Y NETHERLANDS N NIGERIA N PAKISTAN Y PARAGUAY Y PORTUGAL N QATAR A REPUBLIC OF KOREA A RUSSIAN FEDERATION N SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA N UNITED ARAB EMIRATES Y UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) A VIET NAM",https://searchlibrary.ohchr.org/record/27087
9,2015-10-01,Human rights and unilateral coercive measures,"
    Yes: 33 | No: 14 | Abstentions: 0 | Non-Voting: 0 | Total voting membership: 47","
    N ALBANIA Y ALGERIA Y ARGENTINA Y BANGLADESH Y BOLIVIA (PLURINATIONAL STATE OF) Y BOTSWANA Y BRAZIL Y CHINA Y CONGO Y COTE D'IVOIRE Y CUBA Y EL SALVADOR N ESTONIA Y ETHIOPIA N FRANCE Y GABON N GERMANY Y GHANA Y INDIA Y INDONESIA N IRELAND N JAPAN Y KAZAKHSTAN Y KENYA N LATVIA Y MALDIVES Y MEXICO N MONTENEGRO Y MOROCCO Y NAMIBIA N NETHERLANDS Y NIGERIA Y PAKISTAN Y PARAGUAY N PORTUGAL Y QATAR N REPUBLIC OF KOREA Y RUSSIAN FEDERATION Y SAUDI ARABIA Y SIERRA LEONE Y SOUTH AFRICA N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA Y UNITED ARAB EMIRATES N UNITED KINGDOM N UNITED STATES Y VENEZUELA (BOLIVARIAN REPUBLIC OF) Y VIET NAM",https://searchlibrary.ohchr.org/record/27083
